Symbol,Company Name,Sector,Industry
ALRT,ALR Technologies Inc,Health Care,Health Care Equipment & Supplies
ALSSF,ALSEA SA DE CV MEXICO SHS,,
ALSE,"Alseres Pharmaceuticals, Inc.",Health Care,Biotechnology
ALTG,Alta Equipment Group Inc,,
AMRQQ,Alta Mesa Resources Inc,Energy,"Oil, Gas & Consumable Fuels"
ARSEF,ALTAI RESOURCES INC,Energy,"Oil, Gas & Consumable Fuels"
ALTR,Altair Engineering Inc,Information Technology,Software
ATAO,Altair International Corp,,
AAEEF,ALTAIR RESOURCES INC,Materials,Metals & Mining
EQTRF,ALTAMIRA GOLD CORP,Materials,Metals & Mining
ALIN-A,Altera Infrastructure LP,Energy,"Oil, Gas & Consumable Fuels"
ATHE,Alterity Therapeutics Ltd (ADR),Health Care,Biotechnology
ADEC,Alternative Energy Development Corp,Consumer Discretionary,Auto Components
AEGY,Alternative Energy Partners Inc,,
AIKO,Alternative Investment Corp,,
AAAIF,ALTERNATIVE INVESTMENT TRUST UNITS,,
ALYI,"Alternet Systems, Inc.",Information Technology,IT Services
ABTI,Alterola Biotech Inc,Consumer Staples,Personal Products
AYX,Alteryx Inc,Information Technology,Software
ALTX,"Altex Industries, Inc.",Energy,"Oil, Gas & Consumable Fuels"
ATUS,Altice USA Inc,Communication Services,Media
ATGN,"AltiGen Communications, Inc.",Information Technology,Communications Equipment
ALT,Altimmune Inc,Health Care,Biotechnology
AAMC,Altisource Asset Management Corp,Real Estate,Real Estate Management & Development
ASPS,Altisource Portfolio Solutions S.A.,Real Estate,Real Estate Management & Development
ALMFF,ALTIUM LTD SHS,,
ALVLF,ALTO VENTURES LTD,Materials,Metals & Mining
AIMC,Altra Industrial Motion Corp,Industrials,Machinery
MO,Altria Group Inc,Consumer Staples,Tobacco
ATUUF,ALTURA ENERGY INC,Energy,"Oil, Gas & Consumable Fuels"
ALTAF,ALTURA MINING LTD SHS,,
ASGTF,ALTUS GROUP LTD,Real Estate,Real Estate Management & Development
ALTM,Altus Midstream Co,Energy,"Oil, Gas & Consumable Fuels"
AHIX,ALUF Holdings Inc,,
AFPW,Alumifuel Power Corp,Materials,Chemicals
AWCMY,Alumina Limited (ADR),Materials,Metals & Mining
ACH,Aluminum Corp. of China Limited (ADR),Materials,Metals & Mining
ALUS,Alussa Energy Acquisition Corp,,
ALVOF,ALVOPETRO ENERGY LTD,Energy,"Oil, Gas & Consumable Fuels"
ALYE,Aly Energy Services Inc,Energy,Energy Equipment & Services
ACGI,Amacore Group Inc,Health Care,Health Care Providers & Services
AMDWF,AMADA CO LTD SHS,,
AMAG,"AMAG Pharmaceuticals, Inc.",Health Care,Biotechnology
AMAL,Amalgamated Bank,Financials,Banks
AMSU,Amanasu Environment Corporation,,
ANSU,Amanasu Techno Holdings Corp,,
AMBS,Amarantus Bioscience Holdings Inc,Health Care,Biotechnology
AMAR,Amarillo Biosciences Inc,Health Care,Biotechnology
AGCBF,AMARILLO GOLD CORP,Materials,Metals & Mining
AMRN,Amarin Corporation plc (ADR),Health Care,Biotechnology
AMRK,A-Mark Precious Metals Inc,Financials,Diversified Financial Services
AMRU,Amaru Inc.,Communication Services,Entertainment
AYAG,Amaya Global Holdings Corp,Consumer Staples,Food Products
AMAZ,Amazing Energy Oil and Gas Co,Energy,"Oil, Gas & Consumable Fuels"
AMZN,"Amazon.com, Inc.",Consumer Discretionary,Internet & Direct Marketing Retail
AMFC,AMB Financial Corp.,Financials,Banks
AMBC,"Ambac Financial Group, Inc.",Financials,Insurance
AMBA,Ambarella Inc,Information Technology,Semiconductors & Semiconductor Equipment
ABCP,AmBase Corporation,,
ABDR,Ambassador Food Services Corp.,,
AWGI,Ambient Water Corp,Consumer Discretionary,Household Durables
AMBO,Ambow Education Holding Ltd (ADR),Consumer Discretionary,Diversified Consumer Services
AMC,AMC Entertainment Holdings Inc,Communication Services,Entertainment
AMCX,AMC Networks Inc,Communication Services,Media
AMCI,AMCI Acquisition Corp,,
DIT,AMCON Distributing Co,Consumer Discretionary,Distributors
AMCR,Amcor PLC,Materials,Containers & Packaging
DOX,Amdocs Limited,Information Technology,IT Services
AMED,Amedisys Inc,Health Care,Health Care Providers & Services
AMEN,"AMEN Properties, Inc",Energy,"Oil, Gas & Consumable Fuels"
AMTB,Amerant Bancorp Inc,Financials,Banks
UHAL,AMERCO,Industrials,Road & Rail
AEE,Ameren Corp,Utilities,Multi-Utilities
AILLP,Ameren Illinois Co,,
AMRC,Ameresco Inc,Industrials,Construction & Engineering
AMRH,Ameri Holdings Inc,Information Technology,IT Services
ARMT,Ameri Metro Inc,,
ATAX,America First Multifamily Investors LP,Financials,Thrifts & Mortgage Finance
AAGH,America Great Health,,
AMOV,AMERICA MOVIL SA DE CV,Communication Services,Wireless Telecommunication Services
AMOVF,AMERICA MOVIL SA DE CV MEXICO ORD CL A,,
AMX,America Movil SAB de CV (ADR),Communication Services,Wireless Telecommunication Services
AAL,American Airlines Group Inc,Industrials,Airlines
AAT,"American Assets Trust, Inc",Real Estate,Equity Real Estate Investment Trusts (REITs)
AXL,"American Axle & Manufact. Holdings, Inc.",Consumer Discretionary,Auto Components
AMBK,American Bank Inc. (PA),Financials,Banks
ABML,American Battery Metals Corp,Materials,Metals & Mining
ABLT,American Biltrite Inc.,Materials,Chemicals
ABMC,American Bio Medica Corporation,Health Care,Health Care Equipment & Supplies
ABVC,American Brivision (Holding) Corp,,
AMBZ,American Business Bank,Financials,Banks
ARBU,American Business Corporation,,
ABSR,American Business Services Inc,,
ACC,"American Campus Communities, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs)
AMMJ,American Cannabis Company Inc,,
GNOW,"American Caresource Holdings, Inc.",Health Care,Health Care Providers & Services
ACMC,American Church Mortgage Company,,
AACS,"American Commerce Solutions, Inc.",Industrials,Road & Rail
ACNI,"American Community Newspapers, Inc.",Communication Services,Media
ANCSQ,American Consumers Inc,Consumer Staples,Food & Staples Retailing
CRYO,American Cryostem Corp,Health Care,Biotechnology
ASCS,American Crystal Sugar Co,,
ADFS,American Defense Systems Inc,Industrials,Aerospace & Defense
ADHC,American Diversified Holdings Corp,Health Care,Health Care Technology
AEO,American Eagle Outfitters Inc,Consumer Discretionary,Specialty Retail
AMCT,American Education Center Inc,,
AEP,American Electric Power Company Inc,Utilities,Electric Utilities
AEDC,American Energy Development Corp,Energy,"Oil, Gas & Consumable Fuels"
AEGG,American Energy Group Ltd,Energy,"Oil, Gas & Consumable Fuels"
AEPT,American Energy Partners Inc,,
AEEI,"American Environmental Energy, Inc.",Utilities,Independent Power & Renewable Electricity Producers
MZPS,American Environmental Inc,,
AEL,American Equity Investment Life Holding,Financials,Insurance
AXP,American Express Company,Financials,Consumer Finance
AFBG,"American Fiber Green Products, Inc.",,
AMFL,American Films Inc,,
AFIN,American Finance Trust Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
AFG,American Financial Group Inc,Financials,Insurance
AGIN,American Graphite Technologies Inc,Materials,Metals & Mining
ERBB,American Green Inc,Health Care,Pharmaceuticals
AMH,American Homes 4 Rent,Real Estate,Equity Real Estate Investment Trusts (REITs)
AIG,American International Group Inc,Financials,Insurance
AMIH,American International Holdings Corp,,
AMIN,"American International Industries, Inc.",Industrials,Industrial Conglomerates
AIVN,"American International Ventures, Inc.",Materials,Metals & Mining
AMLM,American Lithium Minerals Inc,Materials,Metals & Mining
ADLI,"American Medical Technologies, Inc.",Health Care,Health Care Equipment & Supplies
AMGY,"American Metal & Technology, Inc.",Industrials,Machinery
AMRR,American Metals Recovery and Recyclg Inc,,
EGTK,American Mobile Power Inc,Energy,"Oil, Gas & Consumable Fuels"
AMNB,American National BankShares Inc,Financials,Banks
ANAT,American National Insurance Company,Financials,Insurance
ARTM,American Nortel Communications Inc,,
AOIX,American Oil & Gas Inc,,
AOBI,"American Oriental Bioengineering, Inc.",Consumer Staples,Personal Products
AOBC,American Outdoor Brands Corp,Consumer Discretionary,Leisure Products
AOREF,American Overseas Group Ltd,Financials,Insurance
APGI,American Power Group Corp,Industrials,Commercial Services & Supplies
HIPH,American Premium Water Corp,Consumer Staples,Beverages
APEI,"American Public Education, Inc.",Consumer Discretionary,Diversified Consumer Services
AMRA,"American Racing Capital, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure"
AREM,American Rare Earths and Materials Corp,Materials,Metals & Mining
ARL,"American Realty Investors, Inc.",Real Estate,Real Estate Management & Development
AREB,American Rebel Holdings Inc,,
ARA,American Renal Associates Holdings Inc,Health Care,Health Care Providers & Services
AREC,American Resources Corp,Energy,"Oil, Gas & Consumable Fuels"
GASS,American Resources Offshore  Inc,Energy,"Oil, Gas & Consumable Fuels"
ICTPU,American Restaurant Partners LP,,
AMRB,American River Bankshares,Financials,Banks
ASFX,American Scientific Resources Inc,,
AMS,American Shared Hospital Services,Health Care,Health Care Providers & Services
ASCJF,AMERICAN SHIPPING COMPANY ASA SHS,,
AMNP,American Sierra Gold Corp.,Materials,Metals & Mining
AMSWA,"American Software, Inc.",Information Technology,Software
AQQSQ,"American Spectrum Realty, Inc.",Real Estate,Real Estate Management & Development
AWR,American States Water Co,Utilities,Water Utilities
AMSC,American Superconductor Corporation,Industrials,Electrical Equipment
AMT,American Tower Corp,Real Estate,Equity Real Estate Investment Trusts (REITs)
ATHI,American Transportation Holdings Inc,Communication Services,Entertainment
AVD,American Vanguard Corp.,Materials,Chemicals
AVCT,American Virtual Cloud Technologies Inc,,
AWK,American Water Works Company Inc,Utilities,Water Utilities
AMWD,American Woodmark Corporation,Industrials,Building Products
ADBN,Americana Distribution Inc,Communication Services,Media
ACAN,Americann Inc,Health Care,Pharmaceuticals
CRMT,"America's Car-Mart, Inc.",Consumer Discretionary,Specialty Retail
AASL,"America's Suppliers, Inc.",,
COLD,AmeriCold Realty Trust,Real Estate,Equity Real Estate Investment Trusts (REITs)
PAOS,Amerinac Holding Corp,Materials,Metals & Mining
AMP,"Ameriprise Financial, Inc.",Financials,Capital Markets
ABCB,Ameris Bancorp,Financials,Banks
AMSF,"Amerisafe, Inc.",Financials,Insurance
ASRVP,Ameriserv Capital Trust I,,
ASRV,"AmeriServ Financial, Inc.",Financials,Banks
ABC,AmerisourceBergen Corp.,Health Care,Health Care Providers & Services
ATVK,Ameritek Ventures,Information Technology,Communications Equipment
AMTCQ,Ameritrans Capital Corp,Financials,Capital Markets
AMTY,Amerityre Corp,Consumer Discretionary,Auto Components
ATLO,Ames National Corporation,Financials,Banks
AME,"AMETEK, Inc.",Industrials,Electrical Equipment
AMXEF,AMEX EXPLORATION INC,Materials,Metals & Mining
AXRX,Amexdrug Corporation,Health Care,Health Care Providers & Services
FUNN,Amfil Technologies Inc,,
AMGN,"Amgen, Inc.",Health Care,Biotechnology
FOLD,"Amicus Therapeutics, Inc.",Health Care,Biotechnology
FMXVF,AMILOT CAPITAL INC,Materials,Metals & Mining
RYCE,Amira Nature Foods Ltd,Consumer Staples,Food Products
AMTA,Amistar Corporation,,
AMKR,"Amkor Technology, Inc.",Information Technology,Semiconductors & Semiconductor Equipment
POWW,Ammo Inc,,
AMN,"AMN Healthcare Services, Inc.",Health Care,Health Care Providers & Services
AMRX,Amneal Pharmaceuticals Inc,Health Care,Pharmaceuticals
AP,Ampco-Pittsburgh Corp,Materials,Metals & Mining
AMPO,Amperico Corp,,
AMPH,Amphastar Pharmaceuticals Inc,Health Care,Pharmaceuticals
APH,Amphenol Corporation,Information Technology,"Electronic Equipment, Instruments & Components"
AMPE,Ampio Pharmaceuticals Inc,Health Care,Pharmaceuticals
AMFPF,AMPLIFON S.P.A AZ,,
AMPY,Amplify Energy Corp,Energy,"Oil, Gas & Consumable Fuels"
AMPG,Amplitech Group Inc,,
AMHC,Amplitude Healthcare Acquisition Corp,,
AXR,AMREP Corporation,Industrials,Commercial Services & Supplies
AUKUF,AMS AG SHS NEW,,
HKIB,AMTD International Inc - ADR,Financials,Capital Markets
ASYS,"Amtech Systems, Inc.",Information Technology,Semiconductors & Semiconductor Equipment
AMMCF,AMUR MINERALS CORPORATION SHS,,
AMRS,Amyris Inc,Materials,Chemicals
ALNPF,ANA HLDGS INC SHS,,
ANMP,Anacomp Inc,,
ANXGF,ANACONDA MINING INC,Materials,Metals & Mining
ADI,"Analog Devices, Inc.",Information Technology,Semiconductors & Semiconductor Equipment
ABEC,Analytica Bio - Energy Corp,Information Technology,"Electronic Equipment, Instruments & Components"
ATIXF,ANALYTIXINSIGHT INC,Information Technology,Software
PLAN,Anaplan Inc,Information Technology,Software
ANAB,AnaptysBio Inc,Health Care,Biotechnology
AVXL,Anavex Life Sciences Corp,Health Care,Biotechnology
AHCP,Anchorage International Holdings Corp,,
AMCF,Andatee China Marine Fuel Ser Corp,Energy,"Oil, Gas & Consumable Fuels"
ANDE,Andersons Inc,Consumer Staples,Food & Staples Retailing
AGCZ,Andes Gold Corp.,,
ANDAU,ANDINA ACQ CORP III,,
ANDA,Andina Acquisition Corp III,,
ADHG,Ando Holdings Ltd,,
ANDR,Andrea Electronics Corporation,Information Technology,"Electronic Equipment, Instruments & Components"
ADWPF,ANDREW PELLER LTD,Consumer Staples,Beverages
ADRZF,ANDRITZ AG AKT,,
ANGGF,ANGANG STEEL CO LTD ORD CL H,,
ANGCF,ANGEL GOLD CORP,Materials,Metals & Mining
ANGI,ANGI Homeservices Inc,Communication Services,Interactive Media & Services
ANGO,"AngioDynamics, Inc.",Health Care,Health Care Equipment & Supplies
AGGX,Angiogenex Inc,,
SOAN,AngioSoma Inc,Health Care,Biotechnology
ANKOF,ANGKOR RESOURCE CORP,Materials,Metals & Mining
NGLOY,Anglo American plc (ADR),Materials,Metals & Mining
AGXKF,ANGLO ASIAN MINING PLC SHS,,
ANGBF,ANGLO BOMARC MINES LTD,Materials,Metals & Mining
AEPLF,ANGLO EASTERN PLANTATIONS PLC ORD,,
AGPIF,ANGLO PACIFIC GROUP PLC SHS,,
AU,AngloGold Ashanti Limited (ADR),Materials,Metals & Mining
AGTT,Angstrom Technologies Inc,,
BUD,Anheuser Busch Inbev NV (ADR),Consumer Staples,Beverages
ANIP,ANI Pharmaceuticals Inc,Health Care,Pharmaceuticals
ANIK,Anika Therapeutics Inc,Health Care,Biotechnology
ANIX,Anixa Biosciences Inc,Health Care,Biotechnology
AXE,Anixter International Inc.,Information Technology,"Electronic Equipment, Instruments & Components"
DSPA,Ankaa Corp,,
ACBD,Annabidiol Corp,,
NLY-D,Annaly Capital Management Inc,Financials,Mortgage Real Estate Investment Trusts (REITs)
NLY,"Annaly Capital Management, Inc.",Financials,Mortgage Real Estate Investment Trusts (REITs)
ANVS,Annovis Bio Inc,Health Care,Biotechnology
AOTOF,ANOTO GROUP AB SHS,,
ANPC,AnPac Bio-Medical Science Co Ltd - ADR,,
ANPFF,Anpulo Food Inc,Consumer Staples,Food Products
ANSLF,ANSELL LIMITED SHS,,
PGNYF,ANSILA ENERGY NL SHS,,
ANSS,"ANSYS, Inc.",Information Technology,Software
ANPDF,ANTA SPORTS PRODS LTD SHS,,
ATRS,Antares Pharma Inc,Health Care,Health Care Equipment & Supplies
ATEX,Anterix Inc,Communication Services,Diversified Telecommunication Services
AM,Antero Midstream Corp,Energy,"Oil, Gas & Consumable Fuels"
AR,Antero Resources Corp,Energy,"Oil, Gas & Consumable Fuels"
ANTM,Anthem Inc,Health Care,Health Care Providers & Services
ANTH,Anthera Pharmaceuticals Inc,Health Care,Biotechnology
ANTI,Antigenics Inc,,
AGGG,Antilia Group Corp,,
ANFGF,ANTOFAGASTA PLC ORD,,
ATONF,ANTON OILFIELD SERVICES GROUP SHS,,
ANVI,Anvi Global Holdings Inc,,
ANVV,Anvia Holdings Corp,Consumer Discretionary,Diversified Consumer Services
ANVH,Anviron Holding Co,Materials,Chemicals
ANH-A,Anworth Mortgage Asset Corp,Financials,Mortgage Real Estate Investment Trusts (REITs)
ANH,Anworth Mortgage Asset Corporation,Financials,Mortgage Real Estate Investment Trusts (REITs)
AON,Aon PLC,Financials,Insurance
AOXG,Aoxing Pharmaceutical Company Inc,Health Care,Pharmaceuticals
AOZOF,AOZORA BK LTD SHS,,
APA,Apache Corporation,Energy,"Oil, Gas & Consumable Fuels"
AIV,Apartment Investment and Management Co,Real Estate,Equity Real Estate Investment Trusts (REITs)
APLS,Apellis Pharmaceuticals Inc,Health Care,Biotechnology
APY,Apergy Corp,Energy,Energy Equipment & Services
ELNX,"Aperture Health, Inc.",,
APEX,Apex Global Brands Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
APXX,Apex Resources Inc,,
APXT,Apex Technology Acquisition Corp,,
APG,APi Group Corp,,
APOG,Apogee Enterprises Inc,Industrials,Building Products
ARI,Apollo Commercial Real Est. Finance Inc,Financials,Mortgage Real Estate Investment Trusts (REITs)
APEN,Apollo Endosurgery Inc,Health Care,Health Care Equipment & Supplies
APO,Apollo Global Management Inc,Financials,Capital Markets
AINV,Apollo Investment Corp.,Financials,Capital Markets
AMEH,Apollo Medical Holdings Inc,Health Care,Health Care Providers & Services
AFT,Apollo Senior Floating Rate Fund Inc,,
CBDC,Apotheca Biosciences Inc,,
APPF,AppFolio Inc,Information Technology,Software
APPN,Appian Corp,Information Technology,Software
APHD,Appiphany Technologies Holdings Corp,,
AGPL,Apple Green Holding Inc,,
APLE,Apple Hospitality REIT Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals"
APPB,Applied Biosciences Corp,Health Care,Pharmaceuticals
ADHLF,APPLIED DEVELOPMENT HLDGS LTD SHS,,
APDN,Applied DNA Sciences Inc,Information Technology,"Electronic Equipment, Instruments & Components"
AERG,"Applied Energetics, Inc.",Industrials,Aerospace & Defense
AGTC,Applied Genetic Technologies Corp,Health Care,Biotechnology
APGMF,APPLIED GRAPHENE MATLS PLC ORD GBP0.02,,
AIT,Applied Industrial Technologies Inc,Industrials,Trading Companies & Distributors
AMAT,"Applied Materials, Inc.",Information Technology,Semiconductors & Semiconductor Equipment
AMNL,Applied Minerals Inc,Materials,Metals & Mining
AAOI,Applied Optoelectronics Inc,Information Technology,Communications Equipment
APLD,Applied Science Products Inc,Industrials,Machinery
APLT,Applied Therapeutics Inc,Health Care,Biotechnology
APVS,"Applied Visual Sciences, Inc.",Information Technology,Software
ALDS,APPlife Digital Solutions Inc,,
AREXQ,Approach Resources Inc.,Energy,"Oil, Gas & Consumable Fuels"
ASFT,Appsoft Technologies Inc,,
APCX,AppTech Corp,Information Technology,IT Services
APYP,AppYea Inc,,
APRE,Aprea Therapeutics Inc,Health Care,Biotechnology
MTVX,APT Moto Vox Group Inc,,
APTY,APT Systems Inc,Information Technology,Software
ATR,"AptarGroup, Inc.",Materials,Containers & Packaging
APVO,Aptevo Therapeutics Inc,Health Care,Biotechnology
APTX,Aptinyx Inc,Health Care,Biotechnology
APTV,Aptiv PLC,Consumer Discretionary,Auto Components
APM,Aptorum Group Ltd,Health Care,Biotechnology
APTO,Aptose Biosciences Inc,Health Care,Biotechnology
APYX,Apyx Medical Corp,Health Care,Health Care Equipment & Supplies
AQMS,Aqua Metals Inc,Industrials,Commercial Services & Supplies
APSI,Aqua Power Systems Inc,,
AQB,Aquabounty Technologies Inc,Health Care,Biotechnology
AQST,Aquestive Therapeutics Inc,Health Care,Pharmaceuticals
AQIS,"Aquis Communications Group, Inc.",,
ARDMQ,Aradigm Corporation,Health Care,Pharmaceuticals
ARMK,Aramark,Consumer Discretionary,"Hotels, Restaurants & Leisure"
ARAV,Aravive Inc,Health Care,Biotechnology
ARAT,Arax Holdings Corp,,
ARBI,Arbios Systems Inc,,
ABR,Arbor Realty Trust Inc,Financials,Mortgage Real Estate Investment Trusts (REITs)
ABUS,Arbutus Biopharma Corp,Health Care,Biotechnology
ARC,ARC Document Solutions Inc,Industrials,Commercial Services & Supplies
RLLY,ARC Group Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
